T,Alt,Veloc,AccelG,AccelFPSS,VAccel,AltAccel,Filt_Alt,FVeloc,FAccelG,FAccelFPSS,FAccelVel,FAccelAlt,LDA,MaxV,MaxA,BO#1,LowV,Apogee,N-O,CH2,CH5
76.1,1779,20,0,0,0,0,1834.03,-137.57,0,0,0,0,0,0,0,0,0,0,0,0,0
76.2,1780,10,0,0,0,0,1823.22,-108.06,0,0,0,0,0,0,0,0,0,0,0,0,0
76.3,1782,20,0,0,0,0,1814.98,-82.45,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4,1794,120,0,0,0,0,1810.78,-41.96,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5,1793,-10,0,0,0,0,1807.23,-35.57,0,0,0,0,0,0,0,0,0,0,0,0,0
76.6,1725,-680,0,0,0,0,1790.78,-164.45,0,0,0,0,0,0,0,0,0,0,0,0,0
76.7,1728,30,0,0,0,0,1778.22,-125.56,0,0,0,0,0,0,0,0,0,0,0,0,0
76.8,1731,30,0,0,0,0,1768.78,-94.45,0,0,0,0,0,0,0,0,0,0,0,0,0
76.9,1744,130,0,0,0,0,1763.82,-49.56,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1758,140,0,0,0,0,1762.66,-11.65,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1,1711,-470,0,0,0,0,1752.33,-103.32,0,0,0,0,0,0,0,0,0,0,0,0,0
77.2,1728,170,0,0,0,0,1747.46,-48.65,0,0,0,0,0,0,0,0,0,0,0,0,0
77.3,1691,-370,0,0,0,0,1736.17,-112.92,0,0,0,0,0,0,0,0,0,0,0,0,0
77.4,1707,160,0,0,0,0,1730.34,-58.34,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5,1681,-260,0,0,0,0,1720.47,-98.67,0,0,0,0,0,0,0,0,0,0,0,0,0
77.6,1674,-70,0,0,0,0,1711.17,-92.94,0,0,0,0,0,0,0,0,0,0,0,0,0
77.7,1667,-70,0,0,0,0,1702.34,-88.35,0,0,0,0,0,0,0,0,0,0,0,0,0
77.8,1658,-90,0,0,0,0,1693.47,-88.68,0,0,0,0,0,0,0,0,0,0,0,0,0
77.9,1659,10,0,0,0,0,1686.58,-68.94,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1603,-560,0,0,0,0,1669.86,-167.15,0,0,0,0,0,0,0,0,0,0,0,0,0
78.1,1616,130,0,0,0,0,1659.09,-107.72,0,0,0,0,0,0,0,0,0,0,0,0,0
78.2,1622,60,0,0,0,0,1651.67,-74.18,0,0,0,0,0,0,0,0,0,0,0,0,0
78.3,1617,-50,0,0,0,0,1644.74,-69.34,0,0,0,0,0,0,0,0,0,0,0,0,0
78.4,1609,-80,0,0,0,0,1637.59,-71.47,0,0,0,0,0,0,0,0,0,0,0,0,0
78.5,1549,-600,0,0,0,0,1619.87,-177.18,0,0,0,0,0,0,0,0,0,0,0,0,0
78.6,1552,30,0,0,0,0,1606.3,-135.74,0,0,0,0,0,0,0,0,0,0,0,0,0
78.7,1555,30,0,0,0,0,1596.04,-102.6,0,0,0,0,0,0,0,0,0,0,0,0,0
78.8,1549,-60,0,0,0,0,1586.63,-94.08,0,0,0,0,0,0,0,0,0,0,0,0,0
78.9,1587,380,0,0,0,0,1586.7,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1562,-250,0,0,0,0,1581.76,-49.41,0,0,0,0,0,0,0,0,0,0,0,0,0
79.1,1545,-170,0,0,0,0,1574.41,-73.53,0,0,0,0,0,0,0,0,0,0,0,0,0
79.2,1536,-90,0,0,0,0,1566.73,-76.82,0,0,0,0,0,0,0,0,0,0,0,0,0
79.3,1561,250,0,0,0,0,1565.58,-11.46,0,0,0,0,0,0,0,0,0,0,0,0,0
79.4,1522,-390,0,0,0,0,1556.87,-87.17,0,0,0,0,0,0,0,0,0,0,0,0,0
79.5,1516,-60,0,0,0,0,1548.69,-81.73,0,0,0,0,0,0,0,0,0,0,0,0,0
79.6,1516,0,0,0,0,0,1542.15,-65.39,0,0,0,0,0,0,0,0,0,0,0,0,0
79.7,1487,-290,0,0,0,0,1531.12,-110.31,0,0,0,0,0,0,0,0,0,0,0,0,0
79.8,1516,290,0,0,0,0,1528.1,-30.25,0,0,0,0,0,0,0,0,0,0,0,0,0
79.9,1491,-250,0,0,0,0,1520.68,-74.2,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1454,-370,0,0,0,0,1507.34,-133.36,0,0,0,0,0,0,0,0,0,0,0,0,0
80.1,1438,-160,0,0,0,0,1493.47,-138.69,0,0,0,0,0,0,0,0,0,0,0,0,0
80.2,1417,-210,0,0,0,0,1478.18,-152.95,0,0,0,0,0,0,0,0,0,0,0,0,0
80.3,1410,-70,0,0,0,0,1464.54,-136.36,0,0,0,0,0,0,0,0,0,0,0,0,0
80.4,1406,-40,0,0,0,0,1452.83,-117.09,0,0,0,0,0,0,0,0,0,0,0,0,0
80.5,1402,-40,0,0,0,0,1442.67,-101.67,0,0,0,0,0,0,0,0,0,0,0,0,0
80.6,1402,0,0,0,0,0,1434.53,-81.34,0,0,0,0,0,0,0,0,0,0,0,0,0
80.7,1342,-600,0,0,0,0,1416.03,-185.07,0,0,0,0,0,0,0,0,0,0,0,0,0
80.8,1343,10,0,0,0,0,1401.42,-146.05,0,0,0,0,0,0,0,0,0,0,0,0,0
80.9,1339,-40,0,0,0,0,1388.94,-124.84,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1340,10,0,0,0,0,1379.15,-97.88,0,0,0,0,0,0,0,0,0,0,0,0,0
81.1,1341,10,0,0,0,0,1371.52,-76.3,0,0,0,0,0,0,0,0,0,0,0,0,0
81.2,1338,-30,0,0,0,0,1364.82,-67.04,0,0,0,0,0,0,0,0,0,0,0,0,0
81.3,1335,-30,0,0,0,0,1358.85,-59.63,0,0,0,0,0,0,0,0,0,0,0,0,0
81.4,1331,-40,0,0,0,0,1353.28,-55.71,0,0,0,0,0,0,0,0,0,0,0,0,0
81.5,1273,-580,0,0,0,0,1337.23,-160.57,0,0,0,0,0,0,0,0,0,0,0,0,0
81.6,1269,-40,0,0,0,0,1323.58,-136.45,0,0,0,0,0,0,0,0,0,0,0,0,0
81.7,1266,-30,0,0,0,0,1312.06,-115.16,0,0,0,0,0,0,0,0,0,0,0,0,0
81.8,1258,-80,0,0,0,0,1301.25,-108.13,0,0,0,0,0,0,0,0,0,0,0,0,0
81.9,1241,-170,0,0,0,0,1289.2,-120.5,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1224,-170,0,0,0,0,1276.16,-130.4,0,0,0,0,0,0,0,0,0,0,0,0,0
82.1,1216,-80,0,0,0,0,1264.13,-120.32,0,0,0,0,0,0,0,0,0,0,0,0,0
82.2,1216,0,0,0,0,0,1254.5,-96.26,0,0,0,0,0,0,0,0,0,0,0,0,0
82.3,1215,-10,0,0,0,0,1246.6,-79.01,0,0,0,0,0,0,0,0,0,0,0,0,0
82.4,1211,-40,0,0,0,0,1239.48,-71.2,0,0,0,0,0,0,0,0,0,0,0,0,0
82.5,1207,-40,0,0,0,0,1232.99,-64.96,0,0,0,0,0,0,0,0,0,0,0,0,0
82.6,1206,-10,0,0,0,0,1227.59,-53.97,0,0,0,0,0,0,0,0,0,0,0,0,0
82.7,1239,330,0,0,0,0,1229.87,22.82,0,0,0,0,0,0,0,0,0,0,0,0,0
82.8,1201,-380,0,0,0,0,1224.1,-57.74,0,0,0,0,0,0,0,0,0,0,0,0,0
82.9,1224,230,0,0,0,0,1224.08,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1191,-330,0,0,0,0,1217.46,-66.15,0,0,0,0,0,0,0,0,0,0,0,0,0
83.1,1167,-240,0,0,0,0,1207.37,-100.92,0,0,0,0,0,0,0,0,0,0,0,0,0
83.2,1154,-130,0,0,0,0,1196.7,-106.74,0,0,0,0,0,0,0,0,0,0,0,0,0
83.3,1175,210,0,0,0,0,1192.36,-43.39,0,0,0,0,0,0,0,0,0,0,0,0,0
83.4,1203,280,0,0,0,0,1194.49,21.29,0,0,0,0,0,0,0,0,0,0,0,0,0
83.5,1184,-190,0,0,0,0,1192.39,-20.97,0,0,0,0,0,0,0,0,0,0,0,0,0
83.6,1157,-270,0,0,0,0,1185.31,-70.78,0,0,0,0,0,0,0,0,0,0,0,0,0
83.7,1155,-20,0,0,0,0,1179.25,-60.62,0,0,0,0,0,0,0,0,0,0,0,0,0
83.8,1132,-230,0,0,0,0,1169.8,-94.5,0,0,0,0,0,0,0,0,0,0,0,0,0
83.9,1119,-130,0,0,0,0,1159.64,-101.6,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1098,-210,0,0,0,0,1147.31,-123.28,0,0,0,0,0,0,0,0,0,0,0,0,0
84.1,1065,-330,0,0,0,0,1130.85,-164.62,0,0,0,0,0,0,0,0,0,0,0,0,0
84.2,1032,-330,0,0,0,0,1111.08,-197.7,0,0,0,0,0,0,0,0,0,0,0,0,0
84.3,1069,370,0,0,0,0,1102.66,-84.16,0,0,0,0,0,0,0,0,0,0,0,0,0
84.4,1052,-170,0,0,0,0,1092.53,-101.33,0,0,0,0,0,0,0,0,0,0,0,0,0
84.5,1045,-70,0,0,0,0,1083.02,-95.06,0,0,0,0,0,0,0,0,0,0,0,0,0
84.6,1041,-40,0,0,0,0,1074.62,-84.05,0,0,0,0,0,0,0,0,0,0,0,0,0
84.7,977,-640,0,0,0,0,1055.1,-195.24,0,0,0,0,0,0,0,0,0,0,0,0,0
84.8,981,40,0,0,0,0,1040.28,-148.19,0,0,0,0,0,0,0,0,0,0,0,0,0
84.9,986,50,0,0,0,0,1029.42,-108.55,0,0,0,0,0,0,0,0,0,0,0,0,0
85,988,20,0,0,0,0,1021.14,-82.84,0,0,0,0,0,0,0,0,0,0,0,0,0
85.1,983,-50,0,0,0,0,1013.51,-76.27,0,0,0,0,0,0,0,0,0,0,0,0,0
85.2,988,50,0,0,0,0,1008.41,-51.02,0,0,0,0,0,0,0,0,0,0,0,0,0
85.3,937,-510,0,0,0,0,994.13,-142.82,0,0,0,0,0,0,0,0,0,0,0,0,0
85.4,936,-10,0,0,0,0,982.5,-116.25,0,0,0,0,0,0,0,0,0,0,0,0,0
85.5,933,-30,0,0,0,0,972.6,-99,0,0,0,0,0,0,0,0,0,0,0,0,0
85.6,927,-60,0,0,0,0,963.48,-91.2,0,0,0,0,0,0,0,0,0,0,0,0,0
85.7,917,-100,0,0,0,0,954.18,-92.96,0,0,0,0,0,0,0,0,0,0,0,0,0
85.8,913,-40,0,0,0,0,945.95,-82.37,0,0,0,0,0,0,0,0,0,0,0,0,0
85.9,892,-210,0,0,0,0,935.16,-107.89,0,0,0,0,0,0,0,0,0,0,0,0,0
86,868,-240,0,0,0,0,921.73,-134.32,0,0,0,0,0,0,0,0,0,0,0,0,0
86.1,864,-40,0,0,0,0,910.18,-115.45,0,0,0,0,0,0,0,0,0,0,0,0,0
86.2,853,-110,0,0,0,0,898.74,-114.36,0,0,0,0,0,0,0,0,0,0,0,0,0
86.3,849,-40,0,0,0,0,888.8,-99.49,0,0,0,0,0,0,0,0,0,0,0,0,0
86.4,848,-10,0,0,0,0,880.64,-81.59,0,0,0,0,0,0,0,0,0,0,0,0,0
86.5,835,-130,0,0,0,0,871.51,-91.27,0,0,0,0,0,0,0,0,0,0,0,0,0
86.6,814,-210,0,0,0,0,860.01,-115.02,0,0,0,0,0,0,0,0,0,0,0,0,0
86.7,824,100,0,0,0,0,852.81,-72.01,0,0,0,0,0,0,0,0,0,0,0,0,0
86.8,804,-200,0,0,0,0,843.04,-97.61,0,0,0,0,0,0,0,0,0,0,0,0,0
86.9,796,-80,0,0,0,0,833.64,-94.09,0,0,0,0,0,0,0,0,0,0,0,0,0
87,788,-80,0,0,0,0,824.51,-91.27,0,0,0,0,0,0,0,0,0,0,0,0,0
87.1,775,-130,0,0,0,0,814.61,-99.02,0,0,0,0,0,0,0,0,0,0,0,0,0
87.2,782,70,0,0,0,0,808.09,-65.21,0,0,0,0,0,0,0,0,0,0,0,0,0
87.3,771,-110,0,0,0,0,800.67,-74.17,0,0,0,0,0,0,0,0,0,0,0,0,0
87.4,776,50,0,0,0,0,795.73,-49.34,0,0,0,0,0,0,0,0,0,0,0,0,0
87.5,769,-70,0,0,0,0,790.39,-53.47,0,0,0,0,0,0,0,0,0,0,0,0,0
87.6,734,-350,0,0,0,0,779.11,-112.78,0,0,0,0,0,0,0,0,0,0,0,0,0
87.7,758,240,0,0,0,0,774.89,-42.22,0,0,0,0,0,0,0,0,0,0,0,0,0
87.8,721,-370,0,0,0,0,764.11,-107.78,0,0,0,0,0,0,0,0,0,0,0,0,0
87.9,726,50,0,0,0,0,756.49,-76.22,0,0,0,0,0,0,0,0,0,0,0,0,0
88,731,50,0,0,0,0,751.39,-50.98,0,0,0,0,0,0,0,0,0,0,0,0,0
88.1,728,-30,0,0,0,0,746.71,-46.78,0,0,0,0,0,0,0,0,0,0,0,0,0
88.2,742,140,0,0,0,0,745.77,-9.43,0,0,0,0,0,0,0,0,0,0,0,0,0
88.3,734,-80,0,0,0,0,743.42,-23.54,0,0,0,0,0,0,0,0,0,0,0,0,0
88.4,698,-360,0,0,0,0,734.33,-90.83,0,0,0,0,0,0,0,0,0,0,0,0,0
88.5,681,-170,0,0,0,0,723.67,-106.67,0,0,0,0,0,0,0,0,0,0,0,0,0
88.6,666,-150,0,0,0,0,712.13,-115.33,0,0,0,0,0,0,0,0,0,0,0,0,0
88.7,635,-310,0,0,0,0,696.71,-154.27,0,0,0,0,0,0,0,0,0,0,0,0,0
88.8,616,-190,0,0,0,0,680.57,-161.41,0,0,0,0,0,0,0,0,0,0,0,0,0
88.9,626,100,0,0,0,0,669.65,-109.13,0,0,0,0,0,0,0,0,0,0,0,0,0
89,620,-60,0,0,0,0,659.72,-99.3,0,0,0,0,0,0,0,0,0,0,0,0,0
89.1,610,-100,0,0,0,0,649.78,-99.44,0,0,0,0,0,0,0,0,0,0,0,0,0
89.2,600,-100,0,0,0,0,639.82,-99.55,0,0,0,0,0,0,0,0,0,0,0,0,0
89.3,602,20,0,0,0,0,632.26,-75.64,0,0,0,0,0,0,0,0,0,0,0,0,0
89.4,602,0,0,0,0,0,626.21,-60.52,0,0,0,0,0,0,0,0,0,0,0,0,0
89.5,617,150,0,0,0,0,624.36,-18.41,0,0,0,0,0,0,0,0,0,0,0,0,0
89.6,579,-380,0,0,0,0,615.29,-90.73,0,0,0,0,0,0,0,0,0,0,0,0,0
89.7,561,-180,0,0,0,0,604.43,-108.58,0,0,0,0,0,0,0,0,0,0,0,0,0
89.8,585,240,0,0,0,0,600.55,-38.87,0,0,0,0,0,0,0,0,0,0,0,0,0
89.9,582,-30,0,0,0,0,596.84,-37.09,0,0,0,0,0,0,0,0,0,0,0,0,0
90,546,-360,0,0,0,0,586.67,-101.67,0,0,0,0,0,0,0,0,0,0,0,0,0
90.1,539,-70,0,0,0,0,577.14,-95.34,0,0,0,0,0,0,0,0,0,0,0,0,0
90.2,533,-60,0,0,0,0,568.31,-88.27,0,0,0,0,0,0,0,0,0,0,0,0,0
90.3,525,-80,0,0,0,0,559.65,-86.62,0,0,0,0,0,0,0,0,0,0,0,0,0
90.4,491,-340,0,0,0,0,545.92,-137.29,0,0,0,0,0,0,0,0,0,0,0,491,0
90.5,511,200,0,0,0,0,538.93,-69.84,0,0,0,0,0,0,0,0,0,0,0,0,0
90.6,520,90,0,0,0,0,535.15,-37.87,0,0,0,0,0,0,0,0,0,0,0,0,0
90.7,498,-220,0,0,0,0,527.72,-74.29,0,0,0,0,0,0,0,0,0,0,0,0,0
90.8,490,-80,0,0,0,0,520.17,-75.44,0,0,0,0,0,0,0,0,0,0,0,0,0
90.9,500,100,0,0,0,0,516.14,-40.35,0,0,0,0,0,0,0,0,0,0,0,0,0
91,471,-290,0,0,0,0,507.11,-90.28,0,0,0,0,0,0,0,0,0,0,0,0,0
91.1,493,220,0,0,0,0,504.29,-28.22,0,0,0,0,0,0,0,0,0,0,0,0,0
91.2,458,-350,0,0,0,0,495.03,-92.58,0,0,0,0,0,0,0,0,0,0,0,0,0
91.3,412,-460,0,0,0,0,478.43,-166.06,0,0,0,0,0,0,0,0,0,0,0,0,0
91.4,399,-130,0,0,0,0,462.54,-158.85,0,0,0,0,0,0,0,0,0,0,0,0,0
91.5,383,-160,0,0,0,0,446.63,-159.08,0,0,0,0,0,0,0,0,0,0,0,0,0
91.6,378,-50,0,0,0,0,432.91,-137.26,0,0,0,0,0,0,0,0,0,0,0,0,0
91.7,387,90,0,0,0,0,423.72,-91.81,0,0,0,0,0,0,0,0,0,0,0,0,0
91.8,414,270,0,0,0,0,421.78,-19.45,0,0,0,0,0,0,0,0,0,0,0,0,0
91.9,438,240,0,0,0,0,425.02,32.44,0,0,0,0,0,0,0,0,0,0,0,0,0
92,430,-80,0,0,0,0,426.02,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0
92.1,437,70,0,0,0,0,428.22,21.96,0,0,0,0,0,0,0,0,0,0,0,0,0
92.2,415,-220,0,0,0,0,425.57,-26.43,0,0,0,0,0,0,0,0,0,0,0,0,0
92.3,386,-290,0,0,0,0,417.66,-79.14,0,0,0,0,0,0,0,0,0,0,0,0,0
92.4,353,-330,0,0,0,0,404.73,-129.32,0,0,0,0,0,0,0,0,0,0,0,0,0
92.5,330,-230,0,0,0,0,389.78,-149.45,0,0,0,0,0,0,0,0,0,0,0,0,0
92.6,318,-120,0,0,0,0,375.42,-143.56,0,0,0,0,0,0,0,0,0,0,0,0,0
92.7,315,-30,0,0,0,0,363.34,-120.85,0,0,0,0,0,0,0,0,0,0,0,0,0
92.8,311,-40,0,0,0,0,352.87,-104.68,0,0,0,0,0,0,0,0,0,0,0,0,0
92.9,254,-570,0,0,0,0,333.1,-197.74,0,0,0,0,0,0,0,0,0,0,0,0,0
93,251,-30,0,0,0,0,316.68,-164.19,0,0,0,0,0,0,0,0,0,0,0,0,0
93.1,253,20,0,0,0,0,303.94,-127.36,0,0,0,0,0,0,0,0,0,0,0,0,0
93.2,251,-20,0,0,0,0,293.35,-105.88,0,0,0,0,0,0,0,0,0,0,0,0,0
93.3,250,-10,0,0,0,0,284.68,-86.71,0,0,0,0,0,0,0,0,0,0,0,0,0
93.4,249,-10,0,0,0,0,277.55,-71.37,0,0,0,0,0,0,0,0,0,0,0,0,0
93.5,248,-10,0,0,0,0,271.64,-59.09,0,0,0,0,0,0,0,0,0,0,0,0,0
93.6,187,-610,0,0,0,0,254.71,-169.27,0,0,0,0,0,0,0,0,0,0,0,0,0
93.7,187,0,0,0,0,0,241.17,-135.42,0,0,0,0,0,0,0,0,0,0,0,0,0
93.8,183,-40,0,0,0,0,229.53,-116.34,0,0,0,0,0,0,0,0,0,0,0,0,0
93.9,183,0,0,0,0,0,220.23,-93.07,0,0,0,0,0,0,0,0,0,0,0,0,0
94,186,30,0,0,0,0,213.38,-68.45,0,0,0,0,0,0,0,0,0,0,0,0,0
94.1,181,-50,0,0,0,0,206.91,-64.76,0,0,0,0,0,0,0,0,0,0,0,0,0
94.2,171,-100,0,0,0,0,199.72,-71.81,0,0,0,0,0,0,0,0,0,0,0,0,0
94.3,168,-30,0,0,0,0,193.38,-63.45,0,0,0,0,0,0,0,0,0,0,0,0,0
94.4,197,290,0,0,0,0,194.1,7.24,0,0,0,0,0,0,0,0,0,0,0,0,0
94.5,231,340,0,0,0,0,201.48,73.79,0,0,0,0,0,0,0,0,0,0,0,0,0
94.6,196,-350,0,0,0,0,200.39,-10.97,0,0,0,0,0,0,0,0,0,0,0,0,0
94.7,176,-200,0,0,0,0,195.51,-48.77,0,0,0,0,0,0,0,0,0,0,0,0,0
94.8,155,-210,0,0,0,0,187.41,-81.02,0,0,0,0,0,0,0,0,0,0,0,0,0
94.9,125,-300,0,0,0,0,174.93,-124.81,0,0,0,0,0,0,0,0,0,0,0,0,0
95,111,-140,0,0,0,0,162.14,-127.85,0,0,0,0,0,0,0,0,0,0,0,0,0
95.1,111,0,0,0,0,0,151.91,-102.28,0,0,0,0,0,0,0,0,0,0,0,0,0
95.2,147,360,0,0,0,0,150.93,-9.82,0,0,0,0,0,0,0,0,0,0,0,0,0
95.3,115,-320,0,0,0,0,143.74,-71.86,0,0,0,0,0,0,0,0,0,0,0,0,0
95.4,78,-370,0,0,0,0,130.6,-131.49,0,0,0,0,0,0,0,0,0,0,0,0,0
95.5,50,-280,0,0,0,0,114.48,-161.19,0,0,0,0,0,0,0,0,0,0,0,0,0
95.6,36,-140,0,0,0,0,98.78,-156.95,0,0,0,0,0,0,0,0,0,0,0,0,0
95.7,6,-300,0,0,0,0,80.22,-185.56,0,0,0,0,0,0,0,0,0,0,0,0,0
95.8,5,-10,0,0,0,0,65.18,-150.45,0,0,0,0,0,0,0,0,0,0,0,0,0
